0,Feature,County,Latitude,Longitude
2319,Fifth Crow Wing Lake,Hubbard,46.9210812,-94.8925136
2320,Fifth Lake,Stearns,45.5927971,-94.5391924
2321,Fifth Lake,Clearwater,47.8241014,-95.3064051
2322,Fifty Lakes,Crow Wing,46.7391272,-94.093035
2323,Fillmore,Fillmore,43.7485749,-92.2682204
2324,Fillmore Park,Douglas,45.8741286,-95.380038
2325,Finberg State Wildlife Management Area,Big Stone,45.4685751,-96.5017271
2326,Finnish Church,Carlton,46.7099426,-92.3451914
2327,Fink Lake,Stearns,45.4108027,-94.3954054
2328,Finland Crystal Bay Cemetery,Lake,47.4116889,-91.1625749
2329,Finlayson,Pine,46.2016136,-92.9160349
2330,Finn Creek,Otter Tail,46.4371833,-95.3197558
2331,Finn Lake,Crow Wing,46.4490542,-93.8224774
2332,Finn Lake,Wadena,46.7528016,-94.9484658
2333,Finnish Cemetery,Renville,44.5413429,-94.8197046
2334,Finnish Cemetery,Wadena,46.6766181,-94.9950128
2335,Finnish Cemetery,Red Lake,47.9102323,-95.9675208
2336,Finnish Church,Renville,44.5416283,-94.84638
2337,Finnish Church,Wright,45.1249637,-94.2152597
2338,Finnish Church,Douglas,45.8613492,-95.6044894
2339,Finnish Church,Carlton,46.522446,-92.90854
2340,Finnish Lutheran Cemetery,Marshall,48.4272232,-96.1507063
2341,Fire Tower Hill,Aitkin,46.4457899,-93.6749708
2342,First Cemetery,Otter Tail,46.3149516,-96.0933831
2343,First English Cemetery,Renville,44.7777285,-95.3602814
2344,First Island,Stearns,45.3457972,-94.7086139
2345,First Island,Crow Wing,46.3333001,-94.2230521
2346,First Lake,Wright,45.301525,-93.8367224
2347,First Lake,Chisago,45.3027839,-92.8192347
2348,First Lake,Pine,46.3144022,-92.8200852
2349,First Lake,Carlton,46.7156276,-92.4879557
2350,First Lake,Clearwater,47.5186794,-95.4571768
2351,First Lake,Polk,47.5807839,-95.7415119
2352,First Lake,Clearwater,47.8176519,-95.3665837
2353,First Lutheran Cemetery,Dodge,43.8564647,-93.0146801
2354,First Lutheran Cemetery,Mahnomen,47.3141198,-95.9847569
2355,First Lutheran Church,Kandiyohi,45.2969077,-95.1308509
2356,First Lutheran Church,Otter Tail,46.2599596,-96.0200565
2357,First Lutheran Church,Kittson,48.904981,-96.6680946
2358,First Mennonite Church,Watonwan,44.0213464,-94.7785933
2359,First Silver Lake,Otter Tail,46.3060677,-95.7282752
2360,First United Cemetery,Otter Tail,46.3141183,-96.0931053
2361,Fischer Lake,Otter Tail,46.7154726,-95.6731943
2362,Fish Creek,Todd,45.7844096,-94.7339041
2363,Fish Creek,Becker,46.9582935,-95.4253091
2364,Fish Creek,Ramsey,44.8977439,-93.0135484
2365,Fish Creek,Wright,45.3913545,-94.0041479
2366,Fish Creek,Big Stone,45.4924621,-96.7414579
2367,Fish Lake,Martin,43.5383413,-94.6625099
2368,Fish Lake,Jackson,43.8455758,-95.0461886
2369,Fish Lake,Waseca,44.1857232,-93.7602481
2370,Fish Lake,Le Sueur,44.229113,-93.6652496
2371,Fish Lake,Scott,44.6515135,-93.4600899
2372,Fish Lake,Dakota,44.8219839,-93.1639637
2373,Fish Lake,Hennepin,45.0920918,-93.4635926
2374,Fish Lake,Washington,45.1222914,-92.9776392
2375,Fish Lake,Washington,45.2403389,-92.8446721
2376,Fish Lake,Wright,45.383062,-94.015993
2377,Fish Lake,Anoka,45.4031508,-93.1666472
2378,Fish Lake,Stearns,45.4173366,-95.0838928
2379,Fish Lake,Chisago,45.5806338,-93.034326
2380,Fish Lake,Stearns,45.69376,-94.5552243
2381,Fish Lake,Otter Tail,46.1319486,-95.4042754
2382,Lagerquist Lake,Morrison,46.1729033,-94.5281653
2383,Fish Lake,Pine,46.1974265,-92.9388185
2384,Fish Lake,Otter Tail,46.3572218,-95.9295789
2385,Fish Lake,Becker,46.7588161,-95.983373
2386,Fish Lake,Becker,46.9245224,-95.8693912
2387,Fish Lake,Becker,47.0052755,-95.7108971
2388,Fish Lake,Becker,47.1333893,-95.8994597
2389,Fish Lake,Mahnomen,47.2604848,-95.8421827
2390,Fish Lake,Kandiyohi,45.3969086,-95.0752956
2391,Fish Lake,Kanabec,45.823957,-93.3297989
2392,Fish Lake,Martin,43.8373527,-94.7542803
2393,Fish Lake,Stevens,45.6616161,-96.1264993
2394,Fish Lake,Cass,46.6557513,-94.6237919
2395,Fish Lake,Otter Tail,46.6771809,-96.0044984
2396,Fish Lake Church,Scott,44.65663,-93.4649507
2397,Fish Lake Church,Chisago,45.6038508,-93.1157759
2398,Fish Lake Church,Kanabec,45.8177381,-93.3268927
2399,Fish Trap Creek,Todd,46.2910752,-94.7122391
2400,Fisher,Polk,47.8002518,-96.8014624
2401,Fisher Hill,Winona,44.134131,-92.0393295
2402,Fisher Island,Wabasha,44.2510758,-91.8907154
2403,Fisher Lake,Scott,44.7992827,-93.4100769
2404,Fishhook Lake,Hubbard,46.9569528,-95.0641958
2405,Fishhook Lake,Becker,47.1229787,-95.7854398
2406,Fishhook River,Hubbard,46.8302367,-95.0319657
2407,Fishtrap Lake,Crow Wing,46.5005627,-94.2861169
2408,Fiske Lake,Otter Tail,46.2581905,-95.7903358
2409,Fitch Cemetery,Olmsted,44.1074572,-92.3887791
2410,Fitzpatrick School,Wright,45.1741314,-94.0416444
2411,Five Hawks School,Scott,44.7080191,-93.4368945
2412,Five Island Lake,Itasca,47.8403034,-93.2953434
2413,Five Lake,Otter Tail,46.7066578,-95.7620645
2414,Lake Five,Pine,46.0576108,-92.5164567
2415,Lake Five,Kanabec,46.1451072,-93.1398568
2416,Fivemile Creek,Traverse,45.9121825,-96.3847869
2417,Fjestad Lake,Otter Tail,46.356014,-96.1964964
2418,Fladmark Lake,Otter Tail,46.5018986,-95.9237039
2419,Flag Island,Lake of the Woods,49.3247179,-94.8852314
2420,Lake Flaherty,Jackson,43.744072,-95.1999277
2421,Flamme School,Freeborn,43.6155116,-93.4568793
2422,Flanders Lake,Crow Wing,46.5983836,-94.0851198
2423,Flandrau State Park,Brown,44.2882956,-94.4735837
2424,Flandreau Creek,Pipestone,44.0583042,-96.5544895
2425,Flat Lake,Becker,46.974711,-95.654175
2426,Flat Lake,Mahnomen,47.4545387,-95.6272974
2427,Flatau Cemetery,Otter Tail,46.631618,-95.6897581
2428,Flaten School,Freeborn,43.5107885,-93.4360438
2429,Flax Lake,Stevens,45.527985,-96.0151595
2430,Fleming Brook,Aitkin,46.5938429,-93.5544087
2431,Fleming Camp,Pine,45.9596714,-92.6063089
2432,Fleming Cemetery,Aitkin,46.6313338,-93.5057864
2433,Fleming Church,Aitkin,46.6185637,-93.4857941
2434,Fleming Lake,Aitkin,46.629845,-93.4963434
2435,Flensburg,Morrison,45.9552432,-94.5350089
2436,Fletcher,Hennepin,45.1724644,-93.5413471
2437,Fletcher Creek,Morrison,46.0619104,-94.3344462
2438,Flinks Slough,Lac qui Parle,44.8091253,-95.8605849
2439,Flinks State Wildlife Management Area,Lac qui Parle,44.8094028,-95.8469734
2440,Flint Lake,Stearns,45.4083238,-94.5438917
2441,Flintwood Park,Anoka,45.1432985,-93.2757833
2442,Floating Bog Bay,Clearwater,47.219402,-95.1947412
2443,Floating Moss Lake,Clearwater,47.1702742,-95.2348205
2444,Flodin Lake,Carlton,46.5730415,-92.5507528
2445,Flom,Norman,47.1660723,-96.1308869
2446,Flood Slough,Traverse,45.6199615,-96.6939585
2447,Flora Lake,Clay,46.9751253,-96.2496408
2448,Floral Park,Ramsey,45.0674657,-93.1605005
2449,Florence,Lyon,44.2371877,-96.0519726
2450,Florence Lake,Isanti,45.5416847,-93.2239721
2451,Lake Florence,Olmsted,43.8501712,-92.4979234
2452,Florian,Marshall,48.4421983,-96.6281069
2453,Florida Church,Lac qui Parle,44.8196856,-96.2828234
2454,Florida Creek,Lac qui Parle,44.939408,-96.3186585
2455,Florida Park,Hennepin,45.0252424,-93.3627287
2456,Florida Slough Lake,Kandiyohi,45.2309654,-95.0618792
2457,Lake Florida,Kandiyohi,45.2522503,-95.0569552
2458,Flowage Lake,Aitkin,46.6986387,-93.3265335
2459,Flower Lake,Carlton,46.6826327,-92.9007012
2460,Flowerfield Cemetery,Rock,43.5288602,-96.313089
2461,Floyd Lake,Becker,46.8711389,-95.8575072
2462,Flynn Lake,Crow Wing,46.5226091,-94.0060177
2463,Fog Lake,Mille Lacs,45.601579,-93.5942823
2464,Fog Lake,Becker,46.756141,-95.9651216
2465,Fogard Lake,Otter Tail,46.4203813,-95.9064128
2466,Fogarty Lake,Big Stone,45.5380758,-96.5740056
2467,Fogelberg Lake,Otter Tail,46.5184403,-96.0638316
2468,Folden Church,Otter Tail,46.2335725,-95.4492054
2469,Folden Church,Marshall,48.3283056,-96.2592003
2470,Folden Woods State Wildlife Management Area,Otter Tail,46.1988503,-95.4517058
2471,Foley,Benton,45.6646892,-93.9097009
2472,Foley Mound,Wabasha,44.264689,-92.2337844
2473,Foley School,Benton,45.6705226,-93.9069231
2474,Foley State Wildlife Management Area,Traverse,45.6041288,-96.6028441
2475,Follett Slough,Martin,43.5207894,-94.5533105
2476,Follies State Wildlife Management Area,Kandiyohi,45.4110759,-94.9197344
2477,Folsom Island,Chisago,45.3949621,-92.6640964
2478,Folsom Park,Polk,47.9180338,-97.0009099
2479,Folwell Junior High School,Hennepin,44.9371876,-93.2430015
2480,Folwell Park,Hennepin,45.0219095,-93.3002267
2481,Folwell School,Olmsted,44.0166305,-92.4857332
2482,Fool Lake,Crow Wing,46.5741686,-94.0084001
2483,Fools Lake,Becker,46.987441,-95.1899343
2484,Foot Lake,Polk,47.6109628,-95.9541131
2485,Foot Lake,Kandiyohi,45.1321688,-95.0604002
2486,Foot State Wildlife Management Area,Mahnomen,47.4669046,-95.8200322
2487,Forada,Douglas,45.7921841,-95.3555925
2488,Forbay Lake,Carlton,46.6619017,-92.3574834
2489,Ford Brook,Anoka,45.2877429,-93.4202328
2490,Forest Cemetery,Rice,44.4432894,-93.2816001
2491,Forest Cemetery,Aitkin,46.5177228,-93.5266244
2492,Forest City,Meeker,45.2063519,-94.4663799
2493,Forest Green Cemetery,Houston,43.7441266,-91.3034622
2494,Forest Heights Park,Nicollet,44.1682994,-94.0560679
2495,Forest Hill Cemetery,Steele,44.0938117,-93.2184784
2496,Forest Hill Cemetery,Anoka,45.2051417,-93.4053677
2497,Forest Hill Cemetery,Mille Lacs,45.7555129,-93.662456
2498,Forest Hill Cemetery,Carlton,46.674017,-92.8847381
2499,Forest Hill Cemetery,Koochiching,48.5778422,-93.382952
2500,Forest Lake,Hennepin,44.9577407,-93.6327375
2501,Forest Lake,Washington,45.2735948,-92.9489416
2502,Forest Lake,Washington,45.2788561,-92.9852184
2503,Forest Lake Area High School,Washington,45.2581973,-92.9799874
2504,Forest Lawn Cemetery,Ramsey,44.9975048,-93.073532
2505,Forest Mine,Itasca,47.4235451,-93.0815814
2506,Forest Prairie Creek,Le Sueur,44.4710755,-93.8905196
2507,Forest School,Rice,44.3994083,-93.2824404
2508,Forest Elementary School,Hennepin,45.0409504,-93.3675764
2509,Forest View Elementary School,Washington,45.2724838,-92.9896655
2510,Forestland School,Koochiching,48.6007715,-93.4151492
2511,Foreston,Mille Lacs,45.7344117,-93.7105223
2512,Forestville Cemetery,Fillmore,43.6302346,-92.2590477
2513,Forestville Creek,Fillmore,43.640798,-92.2204426
2514,Forget-me-not Lake,Becker,46.8438403,-96.0690374
2515,Formo Lake,Otter Tail,46.1649741,-95.8962949
2516,Marshan Lake,Anoka,45.1695664,-93.1092611
2517,Fort Ridgely and Dale Church,Renville,44.5113508,-94.8066563
2518,Fort Ridgely Creek,Renville,44.4413509,-94.7305418
2519,Fort Ridgely State Park,Nicollet,44.4524621,-94.7308199
2520,Fort Ripley,Crow Wing,46.1660777,-94.3602807
2521,Fort Ripley Cemetery,Crow Wing,46.1763474,-94.3613837
2522,Fort Snelling National Cemetery,Hennepin,44.8707957,-93.2198006
2523,Fortier Cemetery,Yellow Medicine,44.6732969,-96.3822701
2524,Fosdick Lake,Morrison,46.2340288,-94.4361527
2525,Fosilen Lake,Steele,43.895467,-93.3906202
2526,Foss Lake,Grant,46.0688386,-96.0588024
2527,Fossan Lake,Otter Tail,46.1988902,-95.9307849
2528,Fosston,Polk,47.5763481,-95.751415
2529,Fossum,Norman,47.2385731,-96.176166
2530,Foster,Big Stone,45.416352,-96.675899
2531,Foster Cemetery,Mille Lacs,46.119394,-93.5991237
2532,Foster Creek,Faribault,43.6696766,-93.7841151
2533,Foster Lake,Wright,45.2292948,-93.5768943
2534,Foster Point,Pope,45.6294055,-95.4453154
2535,Fountain,Fillmore,43.7399639,-92.1362717
2536,Fountain Cemetery,Fillmore,43.734956,-92.119875
2537,Fountain Lake,Wright,45.0419485,-93.8840675
2538,Fountain Lake,Freeborn,43.6652414,-93.3928036
2539,Fountain Park,Stearns,45.563854,-94.1936018
2540,Four Acre Lake,Crow Wing,46.7250686,-94.1226107
2541,Four Town Chapel,Beltrami,48.294966,-95.3360989
2542,Lake Four,Aitkin,46.4912041,-93.752702
2543,Lake Four,Aitkin,46.4949105,-93.6304321
2544,Fourblock Island,Lake of the Woods,49.2749959,-94.8855084
2545,Fourmile Bay,Lake of the Woods,48.8558163,-94.7182691
2546,Fourmile Creek,Rock,43.54053,-96.5358771
2547,Fourmile Creek,Martin,43.5880119,-94.7691497
2548,Fourmile Lake,Grant,46.0809863,-95.985365
2549,Lake Fourteen,Clay,46.7646467,-96.2030822
2550,Fourth Lake,Chisago,45.3117709,-92.8582297
2551,Fourth Lake,Clearwater,47.823666,-95.3302005
2552,Fox,Roseau,48.8388694,-95.898885
2553,Fox Creek,Pine,46.0435618,-92.8690905
2554,Fox Creek,Crow Wing,46.7274608,-94.0630341
2555,Fox Lake,Martin,43.6770183,-94.6978326
2556,Fox Lake,Murray,44.1376526,-95.6444756
2557,Fox Lake,Rice,44.3931497,-93.3240185
2558,Fox Lake,Becker,46.7800357,-95.9091723
2559,Fox Lake,Becker,46.8262915,-95.7114253
2560,Fox Lake,Beltrami,47.8432264,-95.044522
2561,Fox Lake,Martin,43.6766221,-94.6588666
2562,Fox Lake,Pine,46.3125512,-92.8928509
2563,Fox Lakebed,Nicollet,44.3396882,-94.0913523
2564,Fox Meadow Lake,Cass,46.6062792,-94.5901882
2565,Foxhome,Wilkin,46.2771818,-96.3100654
2566,Foxhome Cemetery,Wilkin,46.2746739,-96.3311684
2567,Foy Cemetery,Beltrami,48.0057846,-94.6349605
2568,Foy Tabernacle,Beltrami,48.0060706,-94.662749
2569,Francis Island,Cook,47.9804422,-89.614533
2570,Lake Francis,Le Sueur,44.2105161,-93.7038387
2571,Lake Francis,Meeker,45.222742,-94.2574855
2572,Lake Francis,Isanti,45.505742,-93.3306773
2573,Franciscan Retreat Center,Scott,44.7107971,-93.3916151
2574,Franconia,Chisago,45.3702408,-92.6915973
2575,Franconia Cemetery,Chisago,45.3789682,-92.6939011
2576,Frank Hill Cemetery,Winona,43.9472195,-91.7209859
2577,Frank Lake Church,Swift,45.3257946,-95.3605823
2578,Lake Frank,Swift,45.3204033,-95.3617894
2579,Frankford Cemetery,Mower,43.7138441,-92.4582201
2580,Franklin,Renville,44.5282947,-94.8805473
2581,Franklin Cemetery,Renville,44.5157871,-94.8460936
2582,Franklin Junior High School,Crow Wing,46.360522,-94.1969397
2583,Franklin Lake,Koochiching,47.9075706,-93.3099604
2584,Franklin Park,Crow Wing,46.4821847,-93.9502608
2585,Franklin School,Blue Earth,44.1755222,-93.9921773
2586,Franklin Elementary School,Anoka,45.201059,-93.3945952
2587,Franklin School,Isanti,45.6294072,-93.2968937
2588,Franklin School,Crow Wing,46.4810736,-93.9497052
2589,Lake Franklin,Otter Tail,46.6433122,-95.9724948
2590,Franko State Wildlife Management Area,Chippewa,44.9374587,-95.4116836
2591,Franta Lake,Clearwater,47.2594955,-95.5202143
2592,Franzon School,Morrison,46.3113558,-94.444451
2593,Fraser School,Hennepin,44.8877425,-93.3102253
2594,Frazee,Becker,46.7280146,-95.7008776
2595,Lake Frazier,Becker,47.1384898,-95.1811059
2596,Frederick Creek,Wright,45.1099637,-93.8908043
2597,Frederick Lake,Pope,45.7076771,-95.4072268
2598,Frederick Lake,Hennepin,44.9421933,-93.4952278
2599,Frederickson Slough,Sherburne,45.3930745,-93.7653927
2600,Lake Fredrickson,Goodhue,44.5043725,-92.912523
2601,Pioneer Country Church,Meeker,45.0224628,-94.2919267
2602,Free Church,Kandiyohi,44.9571843,-94.9983362
2603,Free Church Cemetery,Kandiyohi,45.1244678,-95.0780253
2604,Free Church Cemetery,Douglas,46.0482884,-95.2300244
2605,Free Church Cemetery,Otter Tail,46.1366195,-95.6617037
2606,Free Coulee,Wabasha,44.3675656,-92.1705483
2607,Free Mission Church,Chisago,45.7299586,-93.0074345
2608,Free Thought Cemetery,Otter Tail,46.6291177,-95.8442072
2609,Freeborn,Freeborn,43.7657901,-93.5641078
2610,Freeborn Cemetery,Freeborn,43.7710603,-93.5643779
2611,Freeborn Lake,Douglas,45.7944283,-95.617086
2612,Freeborn Lake,Freeborn,43.7440473,-93.566233
2613,Freeburg,Houston,43.6110813,-91.3643036
2614,Freed State Wildlife Management Area,Big Stone,45.5005193,-96.2575577
2615,Freedhem,Morrison,46.0563547,-94.2086071
2616,Fridhem Cemetery,Polk,47.5212702,-95.5871952
2617,Freemans Creek,Todd,46.009,-94.984
2618,Freemans Creek Cemetery,Todd,46.0627335,-94.9914067
2619,Freemans Creek Cemetery,Todd,46.0644,-95.0008515
2620,Freeport,Stearns,45.6627428,-94.6900104
2621,Freeport Lake,Stearns,45.6739865,-94.683384
2622,Frego Creek,Fillmore,43.5607997,-91.888766
2623,Frellsen Lake,Clearwater,47.1928095,-95.3912538
2624,Fremont,Winona,43.9138521,-91.899043
2625,Fremont Lake,Murray,44.1471154,-95.6810922
2626,Fremont Park,Hennepin,44.8677426,-93.2957802
2627,Fremont Wildlife Management Area,Sherburne,45.4344098,-93.6091297
2628,Lake Fremont,Sherburne,45.4564105,-93.5765163
2629,French Creek,Wright,45.1960753,-94.2024832
2630,French Creek,Clearwater,47.226902,-95.2069636
2631,French Lake,Rice,44.3390992,-93.3918965
2632,French Lake,McLeod,44.9457158,-94.4218373
2633,French Lake,Hennepin,44.9585167,-93.5821843
2634,French Lake,Hennepin,45.1783164,-93.5070714
2635,French Lake,Wright,45.1999643,-94.1855384
2636,French Lake,Wright,45.2088534,-94.1613712
2637,French Lake,Aitkin,46.6251442,-93.5446783
2638,French Lake Church,Meeker,45.1816306,-94.2541512
2639,French Lake Church,Wright,45.182742,-94.1805378
2640,Frenchmans Bluff,Norman,47.1991284,-96.1825556
2641,Fresh Air Camp,Ramsey,45.0474656,-93.2252247
2642,Frethem Lake,Mahnomen,47.4711218,-95.7619368
2643,Frevels Lake,Stearns,45.6474535,-94.7571285
2644,Friborg Church,Otter Tail,46.4413483,-96.1970054
2645,Fridhem Cemetery,Yellow Medicine,44.760784,-95.8900215
2646,Fridhem Cemetery,Grant,45.8755078,-95.9458785
2647,Fridhem Cemetery,Clay,46.976548,-96.7988657
2648,Fridley,Anoka,45.0860765,-93.2632821
2649,Fridley High School,Anoka,45.0763247,-93.2524427
2650,Fridley Middle School,Anoka,45.0800336,-93.2517053
2651,Fridsborg Cemetery,Anoka,45.4136648,-93.1829162
2652,Frieden Church,Le Sueur,44.5296857,-93.6263447
2653,Friedens Church,Carver,44.7985732,-94.0094156
2654,Friedrich Point,Goodhue,44.5508009,-92.4179629
2655,Frielund Lake,Hubbard,47.144096,-95.0541986
2656,Friendship Cemetery,Clearwater,47.7319254,-95.3607548
2657,Friesland,Pine,46.0855055,-92.9296473
2658,Frieze Lake,Morrison,45.9811373,-94.2081944
2659,Frisby Lake,Beltrami,47.804973,-95.1909393
2660,Frisch Valley,Winona,44.1495727,-91.9346259
2661,Frisk Lake,Becker,46.8137268,-96.0860818
2662,Frisk Lake,Polk,47.7070237,-95.8882629
2663,Fritsche Creek,Nicollet,44.3377404,-94.4680298
2664,Froen Church,Polk,47.6299584,-95.6850224
2665,Frog Lake,Morrison,46.2382434,-94.4157936
2666,Fron Cemetery,Pope,45.5849529,-95.5103084
2667,Frontenac,Goodhue,44.5110788,-92.3565707
2668,Frontenac Creek,Hubbard,47.3243988,-94.9616758
2669,Frontenac Lake,Hubbard,47.3454877,-94.9897063
2670,Frontenac State Park,Goodhue,44.5074677,-92.3262914
2671,Frost,Faribault,43.5863438,-93.9266201
2672,Frost Lake,Ramsey,44.9890649,-93.0401271
2673,Frost Lake School,Ramsey,44.98941,-93.0366063
2674,Frovold Lake,Swift,45.3773148,-95.562812
2675,Fry Slough,Wabasha,44.3177438,-92.0273884
2676,Frykesende Cemetery,Douglas,45.9066189,-95.7183723
2677,Fucat Lake,Cass,46.4293846,-94.5481015
2678,Fuchs Lake,Crow Wing,46.2191879,-94.1578402
2679,Fulda,Murray,43.8705186,-95.6002856
2680,Fulda First Lake,Murray,43.8549255,-95.5990351
2681,Fulda Second Lake,Murray,43.8643856,-95.5982413
2682,Fulda State Wildlife Management Area,Nobles,43.8430186,-95.6055636
2683,Fuller Lake,Stearns,45.4213537,-94.0748213
2684,Fuller Lake,Todd,45.822683,-94.8042941
2685,Fuller School,Hennepin,44.914965,-93.284947
2686,Fulton School,Hennepin,44.9138536,-93.3168926
2687,Funfar School,Freeborn,43.6016258,-93.1885359
2688,Funkley Lake,Beltrami,47.6009972,-95.0777134
2689,Fury Island Park,Nobles,43.7919061,-95.4933381
2690,Fury State Wildlife Management Area,Nobles,43.7932951,-95.4958382
2691,G A R Cemetery,Todd,45.8721794,-94.6958396
2692,Ga-Gwa-Dosh Creek,Clearwater,47.1832914,-95.2108537
2693,Gaarde Cemetery,Marshall,48.4132982,-96.240019
2694,Gaards Lake,Otter Tail,46.6031688,-96.2037296
2695,Gable Lake,Becker,47.1276158,-95.6649685
2696,Gables Lake,Washington,44.8568894,-92.8957141
2697,Gabryck Park,Winona,44.0421852,-91.6140367
2698,Gadwall State Wildlife Management Area,Lyon,44.2460745,-95.9355785
2699,Gage Lake,Hubbard,47.1755127,-95.0129011
2700,Gage School,Olmsted,44.0632976,-92.4818453
2701,Gage State Wildlife Management Area,Blue Earth,44.0344085,-94.0966229
2702,Gainey Park,Steele,44.0785738,-93.235211
2703,Gaiter Lake,Waseca,44.0663518,-93.4874418
2704,Galaxie Park,Dakota,44.7496873,-93.2096643
2705,Galbriath Cemetery,Sherburne,45.4975391,-93.6967389
2706,Gale Island,Hennepin,44.9202409,-93.5657902
2707,Gales Cemetery,Redwood,44.3110594,-95.5138881
2708,Gales Lake,Redwood,44.3688104,-95.4848107
2709,Gales State Wildlife Management Area,Redwood,44.3674561,-95.4816741
2710,Galilee Church,Anoka,45.1527437,-93.1616128
2711,Gall School,Ramsey,45.0494104,-93.0149396
2712,Galloway Youth Camp,Mille Lacs,46.133846,-93.5699638
2713,Galpin Lake,Hennepin,44.8967383,-93.5646787
2714,Galtier School,Ramsey,44.9577434,-93.1554988
2715,Games Lake,Kandiyohi,45.3323283,-95.0987259
2716,Ganz Lake,Morrison,45.88366,-94.6366072
2717,Ganzer Lake,Stearns,45.4080521,-94.5588758
2718,Garden of Memories,Nobles,43.6319086,-95.662789
2719,Garden City,Blue Earth,44.0471858,-94.1649581
2720,Garden City Park,Hennepin,45.0677429,-93.3146722
2721,Garden City Elementary School,Hennepin,45.0719848,-93.3272868
2722,Garden Island,Lake of the Woods,49.1777729,-94.8585608
2723,Garden Lake,Crow Wing,46.5171389,-94.2042259
2724,Garden Park,Hennepin,44.9024643,-93.3616161
2725,Garden Slough,Norman,47.3469074,-96.2028322
2726,Garden Slough,Polk,47.5149639,-96.1647714
2727,Gardena School,Anoka,45.0752433,-93.2355033
2728,Gardner Brook,Koochiching,48.0529879,-93.3285023
2729,Gardner Lake,Clearwater,47.1526629,-95.3406602
2730,Gardner Lake,Mahnomen,47.275021,-95.7498092
2731,Gardner Lake,Mahnomen,47.2980161,-95.8761502
2732,Garfield,Douglas,45.9407944,-95.4919866
2733,Garfield Church,Lac qui Parle,44.92163,-96.2436556
2734,Garfield School,Rice,44.2855192,-93.2721602
2735,Garfield School,Ramsey,44.9294102,-93.084107
2736,Garfield School,Kandiyohi,45.1177407,-95.052787
2737,Saint Cloud Christian School,Stearns,45.552743,-94.1705453
2738,Garfield Elementary School,Crow Wing,46.37042,-94.17395
2739,Garfield School,Carlton,46.7171656,-92.4485234
2740,Garlough School,Dakota,44.8938547,-93.0946623
2741,Garness Trinity Church,Fillmore,43.5444116,-91.8104297
2742,Garrard Bluff,Goodhue,44.5324676,-92.3349034
2743,Garrison,Crow Wing,46.2944038,-93.8269216
2744,Garrison Bay,Crow Wing,46.3091257,-93.8038647
2745,Garrison Creek,Crow Wing,46.3066259,-93.8135875
2746,Garvin,Lyon,44.2144045,-95.755848
2747,Garvin Brook,Winona,44.1063522,-91.7457072
2748,Garvin Heights City Park,Winona,44.0330186,-91.6501483
2749,Garvin State Wildlife Management Area,Lyon,44.2344048,-95.7900163
2750,Gary,Norman,47.3713527,-96.2675572
2751,Gary Cemetery,Norman,47.368567,-96.2839379
2752,Gasow Cemetery,Sibley,44.5530119,-94.1541324
2753,Gatzke,Marshall,48.4244129,-95.7841678
2754,Gausdal Church,Kandiyohi,45.3980204,-94.9280678
2755,Gaylord,Sibley,44.5530201,-94.220531
2756,Gebo Lake,Becker,46.7470438,-95.7140888
2757,Geis Lake,Scott,44.6885769,-93.5465122
2758,Gem Lake,Ramsey,45.0585634,-93.0416065
2759,Gem Lake,Ramsey,45.057466,-93.0324403
2760,General C C Andrews State Forest,Pine,46.3443907,-92.8032553
2761,Geneva,Freeborn,43.8232933,-93.2677081
2762,Geneva Cemetery,Douglas,45.9157878,-95.3269722
2763,Geneva Lake,Freeborn,43.7912242,-93.2735963
2764,Lake Geneva,Douglas,45.8993141,-95.3274413
2765,Genoa,Olmsted,44.1099645,-92.6074072
2766,Genola,Morrison,45.9602431,-94.1163796
2767,Gentilly,Polk,47.7891364,-96.4492244
2768,Gentilly River,Polk,47.79997,-96.4647804
2769,George Lake,Kandiyohi,45.2427423,-94.9850107
2770,George Lake,Stearns,45.5177428,-94.9019585
2771,George Lake,Mahnomen,47.1571561,-95.7934273
2772,George Lake,Beltrami,47.7179293,-94.9288709
2773,George Lake,Blue Earth,44.2330928,-93.8703987
2774,George Washington School,Clay,46.8849632,-96.7581358
2775,Lake George,Olmsted,43.9972488,-92.4889248
2776,Lake George,Anoka,45.3568033,-93.3357894
2777,Lake George,Stearns,45.5555725,-94.1626696
2778,Lake George,Otter Tail,46.1159107,-95.5446829
2779,Lake George,Hubbard,47.1933889,-94.9753461
2780,Georgetown,Clay,47.0799667,-96.7942458
2781,Georgeville,Stearns,45.4285759,-94.9272351
2782,Gerdin Lake,Polk,47.6715884,-95.9476569
2783,Gerdin Cemetery,Isanti,45.4560971,-93.2343658
2784,Gerhardt Lake,Dakota,44.7779716,-93.1839991
2785,Gerken Coulee,Wabasha,44.4070436,-92.3106533
2786,German American Cemetery,Lac qui Parle,44.9505057,-95.8391876
2787,German Cemetery,Le Sueur,44.4387668,-93.8600977
2788,German Cemetery,Todd,46.159122,-95.0464077
2789,German Cemetery,Wilkin,46.383285,-96.3622798
2790,German Lake,Le Sueur,44.2751258,-93.7262703
2791,German Lake,Isanti,45.478287,-93.3875936
2792,German Lake,Otter Tail,46.2693337,-95.8491424
2793,German Lake State Game Refuge,Isanti,45.4796866,-93.3888429
2794,General Lutheran Cemetery,Dakota,44.8916247,-93.0518753
2795,German Ridge,Houston,43.7327458,-91.3156918
2796,German Ridge,Winona,43.9949627,-91.7957071
